Month,Product,Price
2013-11-01T00:00:00Z,"Eggs, grade A, large, per doz.",1.925
2013-11-01T00:00:00Z,"Gasoline, unleaded regular, per gallon",3.251
2013-11-01T00:00:00Z,"Ground chuck, 100% beef, per lb.",3.61
2013-11-01T00:00:00Z,Utility (piped) gas per therm,0.999
2013-11-01T00:00:00Z,"Milk, fresh, whole, fortified, per gal.",3.491
2013-12-01T00:00:00Z,"Bananas, per lb.",0.592
2013-12-01T00:00:00Z,"Oranges, Navel, per lb.",1.129
2013-12-01T00:00:00Z,"Bread, white, pan, per lb.",1.385
2013-12-01T00:00:00Z,"Tomatoes, field grown, per lb.",1.727
2013-12-01T00:00:00Z,"Chicken, fresh, whole, per lb.",1.52
2013-12-01T00:00:00Z,Electricity per KWH,0.131
2013-12-01T00:00:00Z,"Eggs, grade A, large, per doz.",2.026
2013-12-01T00:00:00Z,"Gasoline, unleaded regular, per gallon",3.277
2013-12-01T00:00:00Z,"Ground chuck, 100% beef, per lb.",3.585
2013-12-01T00:00:00Z,Utility (piped) gas per therm,0.998
2013-12-01T00:00:00Z,"Milk, fresh, whole, fortified, per gal.",3.501
2014-01-01T00:00:00Z,"Bananas, per lb.",0.595
2014-01-01T00:00:00Z,"Oranges, Navel, per lb.",1.118
2014-01-01T00:00:00Z,"Bread, white, pan, per lb.",1.365
2014-01-01T00:00:00Z,"Tomatoes, field grown, per lb.",1.702
2014-01-01T00:00:00Z,"Chicken, fresh, whole, per lb.",1.529
2014-01-01T00:00:00Z,Electricity per KWH,0.134
2014-01-01T00:00:00Z,"Eggs, grade A, large, per doz.",2.008
2014-01-01T00:00:00Z,"Gasoline, unleaded regular, per gallon",3.32
2014-01-01T00:00:00Z,"Ground chuck, 100% beef, per lb.",3.586
2014-01-01T00:00:00Z,Utility (piped) gas per therm,1.04
2014-01-01T00:00:00Z,"Milk, fresh, whole, fortified, per gal.",3.552
2014-02-01T00:00:00Z,"Bananas, per lb.",0.599
2014-02-01T00:00:00Z,"Oranges, Navel, per lb.",1.146
2014-02-01T00:00:00Z,"Bread, white, pan, per lb.",1.388
2014-02-01T00:00:00Z,"Tomatoes, field grown, per lb.",1.672
2014-02-01T00:00:00Z,"Chicken, fresh, whole, per lb.",1.504
2014-02-01T00:00:00Z,Electricity per KWH,0.134
2014-02-01T00:00:00Z,"Eggs, grade A, large, per doz.",1.998
2014-02-01T00:00:00Z,"Gasoline, unleaded regular, per gallon",3.364
2014-02-01T00:00:00Z,"Ground chuck, 100% beef, per lb.",3.733
2014-02-01T00:00:00Z,Utility (piped) gas per therm,1.078
2014-02-01T00:00:00Z,"Milk, fresh, whole, fortified, per gal.",3.561
2014-03-01T00:00:00Z,"Bananas, per lb.",0.597
2014-03-01T00:00:00Z,"Oranges, Navel, per lb.",1.212
2014-03-01T00:00:00Z,"Bread, white, pan, per lb.",1.359
2014-03-01T00:00:00Z,"Tomatoes, field grown, per lb.",1.632
2014-03-01T00:00:00Z,"Chicken, fresh, whole, per lb.",1.544
2014-03-01T00:00:00Z,Electricity per KWH,0.135
2014-03-01T00:00:00Z,"Eggs, grade A, large, per doz.",2.061
2014-03-01T00:00:00Z,"Gasoline, unleaded regular, per gallon",3.532
2014-03-01T00:00:00Z,"Ground chuck, 100% beef, per lb.",3.745
2014-03-01T00:00:00Z,Utility (piped) gas per therm,1.154
2014-03-01T00:00:00Z,"Milk, fresh, whole, fortified, per gal.",3.669
2014-04-01T00:00:00Z,"Bananas, per lb.",0.597
2014-04-01T00:00:00Z,"Oranges, Navel, per lb.",1.261
2014-04-01T00:00:00Z,"Bread, white, pan, per lb.",1.388
2014-04-01T00:00:00Z,"Tomatoes, field grown, per lb.",1.622
2014-04-01T00:00:00Z,"Chicken, fresh, whole, per lb.",1.53
2014-04-01T00:00:00Z,Electricity per KWH,0.131
2014-04-01T00:00:00Z,"Eggs, grade A, large, per doz.",2.119
2014-04-01T00:00:00Z,"Gasoline, unleaded regular, per gallon",3.659
2014-04-01T00:00:00Z,"Ground chuck, 100% beef, per lb.",3.886
2014-04-01T00:00:00Z,Utility (piped) gas per therm,1.137
2014-04-01T00:00:00Z,"Milk, fresh, whole, fortified, per gal.",3.687
2014-05-01T00:00:00Z,"Bananas, per lb.",0.603
2014-05-01T00:00:00Z,"Oranges, Navel, per lb.",1.342
2014-05-01T00:00:00Z,"Bread, white, pan, per lb.",1.401
2014-05-01T00:00:00Z,"Tomatoes, field grown, per lb.",1.629
2014-05-01T00:00:00Z,"Chicken, fresh, whole, per lb.",1.556
2014-05-01T00:00:00Z,Electricity per KWH,0.136
2014-05-01T00:00:00Z,"Eggs, grade A, large, per doz.",1.996
2014-05-01T00:00:00Z,"Gasoline, unleaded regular, per gallon",3.691
2014-05-01T00:00:00Z,"Ground chuck, 100% beef, per lb.",3.849
2014-05-01T00:00:00Z,Utility (piped) gas per therm,1.111
2014-05-01T00:00:00Z,"Milk, fresh, whole, fortified, per gal.",3.735
2014-06-01T00:00:00Z,"Bananas, per lb.",0.607
2014-06-01T00:00:00Z,"Oranges, Navel, per lb.",1.299
2014-06-01T00:00:00Z,"Bread, white, pan, per lb.",1.4
2014-06-01T00:00:00Z,"Tomatoes, field grown, per lb.",1.675
2014-06-01T00:00:00Z,"Chicken, fresh, whole, per lb.",1.503
2014-06-01T00:00:00Z,Electricity per KWH,0.143
2014-06-01T00:00:00Z,"Eggs, grade A, large, per doz.",1.948
2014-06-01T00:00:00Z,"Gasoline, unleaded regular, per gallon",3.695
2014-06-01T00:00:00Z,"Ground chuck, 100% beef, per lb.",3.907
2014-06-01T00:00:00Z,Utility (piped) gas per therm,1.088
2014-06-01T00:00:00Z,"Milk, fresh, whole, fortified, per gal.",3.626
2014-07-01T00:00:00Z,"Bananas, per lb.",0.606
2014-07-01T00:00:00Z,"Oranges, Navel, per lb.",1.39
2014-07-01T00:00:00Z,"Bread, white, pan, per lb.",1.413
2014-07-01T00:00:00Z,"Tomatoes, field grown, per lb.",1.633
2014-07-01T00:00:00Z,"Chicken, fresh, whole, per lb.",1.495
2014-07-01T00:00:00Z,Electricity per KWH,0.143
2014-07-01T00:00:00Z,"Eggs, grade A, large, per doz.",1.95
2014-07-01T00:00:00Z,"Gasoline, unleaded regular, per gallon",3.633
2014-07-01T00:00:00Z,"Ground chuck, 100% beef, per lb.",3.917
2014-07-01T00:00:00Z,Utility (piped) gas per therm,1.093
2014-07-01T00:00:00Z,"Milk, fresh, whole, fortified, per gal.",3.645
2014-08-01T00:00:00Z,"Bananas, per lb.",0.608
2014-08-01T00:00:00Z,"Oranges, Navel, per lb.",1.467
2014-08-01T00:00:00Z,"Bread, white, pan, per lb.",1.396
2014-08-01T00:00:00Z,"Tomatoes, field grown, per lb.",1.544
2014-08-01T00:00:00Z,"Chicken, fresh, whole, per lb.",1.572
2014-08-01T00:00:00Z,Electricity per KWH,0.143
2014-08-01T00:00:00Z,"Eggs, grade A, large, per doz.",1.979
2014-08-01T00:00:00Z,"Gasoline, unleaded regular, per gallon",3.481
2014-08-01T00:00:00Z,"Ground chuck, 100% beef, per lb.",4.024
2014-08-01T00:00:00Z,Utility (piped) gas per therm,1.06
2014-08-01T00:00:00Z,"Milk, fresh, whole, fortified, per gal.",3.673
2014-09-01T00:00:00Z,"Bananas, per lb.",0.606
2014-09-01T00:00:00Z,"Oranges, Navel, per lb.",1.486
2014-09-01T00:00:00Z,"Bread, white, pan, per lb.",1.405
2014-09-01T00:00:00Z,"Tomatoes, field grown, per lb.",1.546
2014-09-01T00:00:00Z,"Chicken, fresh, whole, per lb.",1.543
2014-09-01T00:00:00Z,Electricity per KWH,0.141
2014-09-01T00:00:00Z,"Eggs, grade A, large, per doz.",1.97
2014-09-01T00:00:00Z,"Gasoline, unleaded regular, per gallon",3.403
2014-09-01T00:00:00Z,"Ground chuck, 100% beef, per lb.",4.201
2014-09-01T00:00:00Z,Utility (piped) gas per therm,1.058
2014-09-01T00:00:00Z,"Milk, fresh, whole, fortified, per gal.",3.732
2014-10-01T00:00:00Z,"Bananas, per lb.",0.582
2014-10-01T00:00:00Z,"Oranges, Navel, per lb.",1.508
2014-10-01T00:00:00Z,"Bread, white, pan, per lb.",1.414
2014-10-01T00:00:00Z,"Tomatoes, field grown, per lb.",1.695
2014-10-01T00:00:00Z,"Chicken, fresh, whole, per lb.",1.549
2014-10-01T00:00:00Z,Electricity per KWH,0.136
2014-10-01T00:00:00Z,"Eggs, grade A, large, per doz.",1.951
2014-10-01T00:00:00Z,"Gasoline, unleaded regular, per gallon",3.182
2014-10-01T00:00:00Z,"Ground chuck, 100% beef, per lb.",4.294
2014-10-01T00:00:00Z,Utility (piped) gas per therm,1.033
2014-10-01T00:00:00Z,"Milk, fresh, whole, fortified, per gal.",3.766
2014-11-01T00:00:00Z,"Bananas, per lb.",0.592
2014-11-01T00:00:00Z,"Oranges, Navel, per lb.",1.352
2014-11-01T00:00:00Z,"Bread, white, pan, per lb.",1.42
2014-11-01T00:00:00Z,"Tomatoes, field grown, per lb.",1.948
2014-11-01T00:00:00Z,"Chicken, fresh, whole, per lb.",1.533
2014-11-01T00:00:00Z,Electricity per KWH,0.134
2014-11-01T00:00:00Z,"Eggs, grade A, large, per doz.",2.032
2014-11-01T00:00:00Z,"Gasoline, unleaded regular, per gallon",2.887
2014-11-01T00:00:00Z,"Ground chuck, 100% beef, per lb.",4.26
2014-11-01T00:00:00Z,Utility (piped) gas per therm,1.035
2014-11-01T00:00:00Z,"Milk, fresh, whole, fortified, per gal.",3.858
2014-12-01T00:00:00Z,"Bananas, per lb.",0.585
2014-12-01T00:00:00Z,"Oranges, Navel, per lb.",1.246
2014-12-01T00:00:00Z,"Bread, white, pan, per lb.",1.466
2014-12-01T00:00:00Z,"Tomatoes, field grown, per lb.",2.189
2014-12-01T00:00:00Z,"Chicken, fresh, whole, per lb.",1.541
2014-12-01T00:00:00Z,Electricity per KWH,0.135
2014-12-01T00:00:00Z,"Eggs, grade A, large, per doz.",2.21
2014-12-01T00:00:00Z,"Gasoline, unleaded regular, per gallon",2.56
2014-12-01T00:00:00Z,"Ground chuck, 100% beef, per lb.",4.217
2014-12-01T00:00:00Z,Utility (piped) gas per therm,1.06
2014-12-01T00:00:00Z,"Milk, fresh, whole, fortified, per gal.",3.82
2015-01-01T00:00:00Z,"Bananas, per lb.",0.583
2015-01-01T00:00:00Z,"Oranges, Navel, per lb.",1.195
2015-01-01T00:00:00Z,"Bread, white, pan, per lb.",1.479
2015-01-01T00:00:00Z,"Tomatoes, field grown, per lb.",2.089
2015-01-01T00:00:00Z,"Chicken, fresh, whole, per lb.",1.546
2015-01-01T00:00:00Z,Electricity per KWH,0.138
2015-01-01T00:00:00Z,"Eggs, grade A, large, per doz.",2.113
2015-01-01T00:00:00Z,"Gasoline, unleaded regular, per gallon",2.11
2015-01-01T00:00:00Z,"Ground chuck, 100% beef, per lb.",4.375
2015-01-01T00:00:00Z,Utility (piped) gas per therm,1.036
2015-01-01T00:00:00Z,"Milk, fresh, whole, fortified, per gal.",3.758
2015-02-01T00:00:00Z,"Bananas, per lb.",0.591
2015-02-01T00:00:00Z,"Oranges, Navel, per lb.",1.185
2015-02-01T00:00:00Z,"Bread, white, pan, per lb.",1.435
2015-02-01T00:00:00Z,"Tomatoes, field grown, per lb.",1.849
2015-02-01T00:00:00Z,"Chicken, fresh, whole, per lb.",1.55
2015-02-01T00:00:00Z,Electricity per KWH,0.138
2015-02-01T00:00:00Z,"Eggs, grade A, large, per doz.",2.088
2015-02-01T00:00:00Z,"Gasoline, unleaded regular, per gallon",2.249
2015-02-01T00:00:00Z,"Ground chuck, 100% beef, per lb.",4.403
2015-02-01T00:00:00Z,Utility (piped) gas per therm,1.007
2015-02-01T00:00:00Z,"Milk, fresh, whole, fortified, per gal.",3.496
2015-03-01T00:00:00Z,"Bananas, per lb.",0.593
2015-03-01T00:00:00Z,"Oranges, Navel, per lb.",1.201
2015-03-01T00:00:00Z,"Bread, white, pan, per lb.",1.44
2015-03-01T00:00:00Z,"Tomatoes, field grown, per lb.",1.819
2015-03-01T00:00:00Z,"Chicken, fresh, whole, per lb.",1.545
2015-03-01T00:00:00Z,Electricity per KWH,0.136
2015-03-01T00:00:00Z,"Eggs, grade A, large, per doz.",2.133
2015-03-01T00:00:00Z,"Gasoline, unleaded regular, per gallon",2.483
2015-03-01T00:00:00Z,"Ground chuck, 100% beef, per lb.",4.364
2015-03-01T00:00:00Z,Utility (piped) gas per therm,0.985
2015-03-01T00:00:00Z,"Milk, fresh, whole, fortified, per gal.",3.463
2015-04-01T00:00:00Z,"Bananas, per lb.",0.597
2015-04-01T00:00:00Z,"Oranges, Navel, per lb.",1.165
2015-04-01T00:00:00Z,"Bread, white, pan, per lb.",1.454
2015-04-01T00:00:00Z,"Tomatoes, field grown, per lb.",1.847
2015-04-01T00:00:00Z,"Chicken, fresh, whole, per lb.",1.539
2015-04-01T00:00:00Z,Electricity per KWH,0.137
2015-04-01T00:00:00Z,"Eggs, grade A, large, per doz.",2.065
2015-04-01T00:00:00Z,"Gasoline, unleaded regular, per gallon",2.485
2015-04-01T00:00:00Z,"Ground chuck, 100% beef, per lb.",4.323
2015-04-01T00:00:00Z,Utility (piped) gas per therm,0.947
2015-04-01T00:00:00Z,"Milk, fresh, whole, fortified, per gal.",3.397
2015-05-01T00:00:00Z,"Bananas, per lb.",0.582
2015-05-01T00:00:00Z,"Oranges, Navel, per lb.",1.208
2015-05-01T00:00:00Z,"Bread, white, pan, per lb.",1.463
2015-05-01T00:00:00Z,"Tomatoes, field grown, per lb.",1.74
2015-05-01T00:00:00Z,"Chicken, fresh, whole, per lb.",1.483
2015-05-01T00:00:00Z,Electricity per KWH,0.137
2015-05-01T00:00:00Z,"Eggs, grade A, large, per doz.",1.962
2015-05-01T00:00:00Z,"Gasoline, unleaded regular, per gallon",2.775
2015-05-01T00:00:00Z,"Ground chuck, 100% beef, per lb.",4.308
2015-05-01T00:00:00Z,Utility (piped) gas per therm,0.93
2015-05-01T00:00:00Z,"Milk, fresh, whole, fortified, per gal.",3.387
2015-06-01T00:00:00Z,"Bananas, per lb.",0.574
2015-06-01T00:00:00Z,"Oranges, Navel, per lb.",1.274
2015-06-01T00:00:00Z,"Bread, white, pan, per lb.",1.467
2015-06-01T00:00:00Z,"Tomatoes, field grown, per lb.",1.708
2015-06-01T00:00:00Z,"Chicken, fresh, whole, per lb.",1.515
2015-06-01T00:00:00Z,Electricity per KWH,0.143
2015-06-01T00:00:00Z,"Eggs, grade A, large, per doz.",2.57
2015-06-01T00:00:00Z,"Gasoline, unleaded regular, per gallon",2.832
2015-06-01T00:00:00Z,"Ground chuck, 100% beef, per lb.",4.324
2015-06-01T00:00:00Z,Utility (piped) gas per therm,0.942
2015-06-01T00:00:00Z,"Milk, fresh, whole, fortified, per gal.",3.366
2015-07-01T00:00:00Z,"Bananas, per lb.",0.581
2015-07-01T00:00:00Z,"Oranges, Navel, per lb.",1.38
2015-07-01T00:00:00Z,"Bread, white, pan, per lb.",1.447
2015-07-01T00:00:00Z,"Tomatoes, field grown, per lb.",1.777
2015-07-01T00:00:00Z,"Chicken, fresh, whole, per lb.",1.487
2015-07-01T00:00:00Z,Electricity per KWH,0.142
2015-07-01T00:00:00Z,"Eggs, grade A, large, per doz.",2.57
2015-07-01T00:00:00Z,"Gasoline, unleaded regular, per gallon",2.832
2015-07-01T00:00:00Z,"Ground chuck, 100% beef, per lb.",4.266
2015-07-01T00:00:00Z,Utility (piped) gas per therm,0.933
2015-07-01T00:00:00Z,"Milk, fresh, whole, fortified, per gal.",3.43
2015-08-01T00:00:00Z,"Bananas, per lb.",0.58
2015-08-01T00:00:00Z,"Oranges, Navel, per lb.",1.493
2015-08-01T00:00:00Z,"Bread, white, pan, per lb.",1.42
2015-08-01T00:00:00Z,"Tomatoes, field grown, per lb.",1.737
2015-08-01T00:00:00Z,"Chicken, fresh, whole, per lb.",1.428
2015-08-01T00:00:00Z,Electricity per KWH,0.142
2015-08-01T00:00:00Z,"Eggs, grade A, large, per doz.",2.943
2015-08-01T00:00:00Z,"Gasoline, unleaded regular, per gallon",2.679
2015-08-01T00:00:00Z,"Ground chuck, 100% beef, per lb.",4.222
2015-08-01T00:00:00Z,Utility (piped) gas per therm,0.932
2015-08-01T00:00:00Z,"Milk, fresh, whole, fortified, per gal.",3.389
2015-09-01T00:00:00Z,"Bananas, per lb.",0.58
2015-09-01T00:00:00Z,"Oranges, Navel, per lb.",1.48
2015-09-01T00:00:00Z,"Bread, white, pan, per lb.",1.432
2015-09-01T00:00:00Z,"Tomatoes, field grown, per lb.",1.775
2015-09-01T00:00:00Z,"Chicken, fresh, whole, per lb.",1.415
2015-09-01T00:00:00Z,Electricity per KWH,0.141
2015-09-01T00:00:00Z,"Eggs, grade A, large, per doz.",2.966
2015-09-01T00:00:00Z,"Gasoline, unleaded regular, per gallon",2.394
2015-09-01T00:00:00Z,"Ground chuck, 100% beef, per lb.",4.195
2015-09-01T00:00:00Z,Utility (piped) gas per therm,0.921
2015-09-01T00:00:00Z,"Milk, fresh, whole, fortified, per gal.",3.392
2015-10-01T00:00:00Z,"Bananas, per lb.",0.577
2015-10-01T00:00:00Z,"Oranges, Navel, per lb.",1.514
2015-10-01T00:00:00Z,"Bread, white, pan, per lb.",1.418
2015-10-01T00:00:00Z,"Tomatoes, field grown, per lb.",1.844
2015-10-01T00:00:00Z,"Chicken, fresh, whole, per lb.",1.43
2015-10-01T00:00:00Z,Electricity per KWH,0.136
2015-10-01T00:00:00Z,"Eggs, grade A, large, per doz.",2.808
2015-10-01T00:00:00Z,"Gasoline, unleaded regular, per gallon",2.289
2015-10-01T00:00:00Z,"Ground chuck, 100% beef, per lb.",4.119
2015-10-01T00:00:00Z,Utility (piped) gas per therm,0.909
2015-10-01T00:00:00Z,"Milk, fresh, whole, fortified, per gal.",3.338
2015-11-01T00:00:00Z,"Bananas, per lb.",0.575
2015-11-01T00:00:00Z,"Oranges, Navel, per lb.",1.329
2015-11-01T00:00:00Z,"Bread, white, pan, per lb.",1.409
2015-11-01T00:00:00Z,"Tomatoes, field grown, per lb.",1.977
2015-11-01T00:00:00Z,"Chicken, fresh, whole, per lb.",1.484
2015-11-01T00:00:00Z,Electricity per KWH,0.134
2015-11-01T00:00:00Z,"Eggs, grade A, large, per doz.",2.664
2015-11-01T00:00:00Z,"Gasoline, unleaded regular, per gallon",2.185
2015-11-01T00:00:00Z,"Ground chuck, 100% beef, per lb.",4.082
2015-11-01T00:00:00Z,Utility (piped) gas per therm,0.903
2015-11-01T00:00:00Z,"Milk, fresh, whole, fortified, per gal.",3.299
2015-12-01T00:00:00Z,"Bananas, per lb.",0.58
2015-12-01T00:00:00Z,"Oranges, Navel, per lb.",1.229
2015-12-01T00:00:00Z,"Bread, white, pan, per lb.",1.428
2015-12-01T00:00:00Z,"Tomatoes, field grown, per lb.",1.932
2015-12-01T00:00:00Z,"Chicken, fresh, whole, per lb.",1.437
2015-12-01T00:00:00Z,Electricity per KWH,0.133
2015-12-01T00:00:00Z,"Eggs, grade A, large, per doz.",2.751
2015-12-01T00:00:00Z,"Gasoline, unleaded regular, per gallon",2.06
2015-12-01T00:00:00Z,"Ground chuck, 100% beef, per lb.",4.025
2015-12-01T00:00:00Z,Utility (piped) gas per therm,0.892
2015-12-01T00:00:00Z,"Milk, fresh, whole, fortified, per gal.",3.31
2016-01-01T00:00:00Z,"Bananas, per lb.",0.581
2016-01-01T00:00:00Z,"Oranges, Navel, per lb.",1.196
2016-01-01T00:00:00Z,"Bread, white, pan, per lb.",1.425
2016-01-01T00:00:00Z,"Tomatoes, field grown, per lb.",2.528
2016-01-01T00:00:00Z,"Chicken, fresh, whole, per lb.",1.429
2016-01-01T00:00:00Z,Electricity per KWH,0.134
2016-01-01T00:00:00Z,"Eggs, grade A, large, per doz.",2.328
2016-01-01T00:00:00Z,"Gasoline, unleaded regular, per gallon",1.967
2016-01-01T00:00:00Z,"Ground chuck, 100% beef, per lb.",4.019
2016-01-01T00:00:00Z,Utility (piped) gas per therm,0.898
2016-01-01T00:00:00Z,"Milk, fresh, whole, fortified, per gal.",3.313
2016-02-01T00:00:00Z,"Bananas, per lb.",0.573
2016-02-01T00:00:00Z,"Oranges, Navel, per lb.",1.194
2016-02-01T00:00:00Z,"Bread, white, pan, per lb.",1.407
2016-02-01T00:00:00Z,"Tomatoes, field grown, per lb.",2.316
2016-02-01T00:00:00Z,"Chicken, fresh, whole, per lb.",1.478
2016-02-01T00:00:00Z,Electricity per KWH,0.134
2016-02-01T00:00:00Z,"Eggs, grade A, large, per doz.",2.267
2016-02-01T00:00:00Z,"Gasoline, unleaded regular, per gallon",1.767
2016-02-01T00:00:00Z,"Ground chuck, 100% beef, per lb.",3.945
2016-02-01T00:00:00Z,Utility (piped) gas per therm,0.895
2016-02-01T00:00:00Z,"Milk, fresh, whole, fortified, per gal.",3.23
2016-03-01T00:00:00Z,"Bananas, per lb.",0.586
2016-03-01T00:00:00Z,"Oranges, Navel, per lb.",1.188
2016-03-01T00:00:00Z,"Bread, white, pan, per lb.",1.416
2016-03-01T00:00:00Z,"Tomatoes, field grown, per lb.",1.941
2016-03-01T00:00:00Z,"Chicken, fresh, whole, per lb.",1.463
2016-03-01T00:00:00Z,Electricity per KWH,0.134
2016-03-01T00:00:00Z,"Eggs, grade A, large, per doz.",2.081
2016-03-01T00:00:00Z,"Gasoline, unleaded regular, per gallon",1.958
2016-03-01T00:00:00Z,"Ground chuck, 100% beef, per lb.",3.929
2016-03-01T00:00:00Z,Utility (piped) gas per therm,0.884
2016-03-01T00:00:00Z,"Milk, fresh, whole, fortified, per gal.",3.187
2016-04-01T00:00:00Z,"Bananas, per lb.",0.574
2016-04-01T00:00:00Z,"Oranges, Navel, per lb.",1.176
2016-04-01T00:00:00Z,"Bread, white, pan, per lb.",1.406
2016-04-01T00:00:00Z,"Tomatoes, field grown, per lb.",1.862
2016-04-01T00:00:00Z,"Chicken, fresh, whole, per lb.",1.496
2016-04-01T00:00:00Z,Electricity per KWH,0.134
2016-04-01T00:00:00Z,"Eggs, grade A, large, per doz.",1.793
2016-04-01T00:00:00Z,"Gasoline, unleaded regular, per gallon",2.134
2016-04-01T00:00:00Z,"Ground chuck, 100% beef, per lb.",3.933
2016-04-01T00:00:00Z,Utility (piped) gas per therm,0.879
2016-04-01T00:00:00Z,"Milk, fresh, whole, fortified, per gal.",3.155
2016-05-01T00:00:00Z,"Bananas, per lb.",0.57
2016-05-01T00:00:00Z,"Oranges, Navel, per lb.",1.148
2016-05-01T00:00:00Z,"Bread, white, pan, per lb.",1.382
2016-05-01T00:00:00Z,"Tomatoes, field grown, per lb.",1.695
2016-05-01T00:00:00Z,"Chicken, fresh, whole, per lb.",1.489
2016-05-01T00:00:00Z,Electricity per KWH,0.133
2016-05-01T00:00:00Z,"Eggs, grade A, large, per doz.",1.684
2016-05-01T00:00:00Z,"Gasoline, unleaded regular, per gallon",2.264
2016-05-01T00:00:00Z,"Ground chuck, 100% beef, per lb.",3.902
2016-05-01T00:00:00Z,Utility (piped) gas per therm,0.877
2016-05-01T00:00:00Z,"Milk, fresh, whole, fortified, per gal.",3.157
2016-06-01T00:00:00Z,"Bananas, per lb.",0.569
2016-06-01T00:00:00Z,"Oranges, Navel, per lb.",1.186
2016-06-01T00:00:00Z,"Bread, white, pan, per lb.",1.333
2016-06-01T00:00:00Z,"Tomatoes, field grown, per lb.",1.709
2016-06-01T00:00:00Z,"Chicken, fresh, whole, per lb.",1.408
2016-06-01T00:00:00Z,Electricity per KWH,0.138
2016-06-01T00:00:00Z,"Eggs, grade A, large, per doz.",1.491
2016-06-01T00:00:00Z,"Gasoline, unleaded regular, per gallon",2.363
2016-06-01T00:00:00Z,"Ground chuck, 100% beef, per lb.",3.84
2016-06-01T00:00:00Z,Utility (piped) gas per therm,0.891
2016-06-01T00:00:00Z,"Milk, fresh, whole, fortified, per gal.",3.115
2016-07-01T00:00:00Z,"Bananas, per lb.",0.567
2016-07-01T00:00:00Z,"Oranges, Navel, per lb.",1.268
2016-07-01T00:00:00Z,"Bread, white, pan, per lb.",1.349
2016-07-01T00:00:00Z,"Tomatoes, field grown, per lb.",1.635
2016-07-01T00:00:00Z,"Chicken, fresh, whole, per lb.",1.445
2016-07-01T00:00:00Z,Electricity per KWH,0.139
2016-07-01T00:00:00Z,"Eggs, grade A, large, per doz.",1.546
2016-07-01T00:00:00Z,"Gasoline, unleaded regular, per gallon",2.225
2016-07-01T00:00:00Z,"Ground chuck, 100% beef, per lb.",3.807
2016-07-01T00:00:00Z,Utility (piped) gas per therm,0.931
2016-07-01T00:00:00Z,"Milk, fresh, whole, fortified, per gal.",3.062
2016-08-01T00:00:00Z,"Bananas, per lb.",0.562
2016-08-01T00:00:00Z,"Oranges, Navel, per lb.",1.365
2016-08-01T00:00:00Z,"Bread, white, pan, per lb.",1.341
2016-08-01T00:00:00Z,"Tomatoes, field grown, per lb.",1.685
2016-08-01T00:00:00Z,"Chicken, fresh, whole, per lb.",1.426
2016-08-01T00:00:00Z,Electricity per KWH,0.139
2016-08-01T00:00:00Z,"Eggs, grade A, large, per doz.",1.455
2016-08-01T00:00:00Z,"Gasoline, unleaded regular, per gallon",2.155
2016-08-01T00:00:00Z,"Ground chuck, 100% beef, per lb.",3.912
2016-08-01T00:00:00Z,Utility (piped) gas per therm,0.943
2016-08-01T00:00:00Z,"Milk, fresh, whole, fortified, per gal.",3.141
2016-09-01T00:00:00Z,"Bananas, per lb.",0.575
2016-09-01T00:00:00Z,"Oranges, Navel, per lb.",1.41
2016-09-01T00:00:00Z,"Bread, white, pan, per lb.",1.329
2016-09-01T00:00:00Z,"Tomatoes, field grown, per lb.",1.786
2016-09-01T00:00:00Z,"Chicken, fresh, whole, per lb.",1.487
2016-09-01T00:00:00Z,Electricity per KWH,0.139
2016-09-01T00:00:00Z,"Eggs, grade A, large, per doz.",1.471
2016-09-01T00:00:00Z,"Gasoline, unleaded regular, per gallon",2.208
2016-09-01T00:00:00Z,"Ground chuck, 100% beef, per lb.",3.791
2016-09-01T00:00:00Z,Utility (piped) gas per therm,0.954
2016-09-01T00:00:00Z,"Milk, fresh, whole, fortified, per gal.",3.229
2016-10-01T00:00:00Z,"Bananas, per lb.",0.57
2016-10-01T00:00:00Z,"Oranges, Navel, per lb.",1.412
2016-10-01T00:00:00Z,"Bread, white, pan, per lb.",1.343
2016-10-01T00:00:00Z,"Tomatoes, field grown, per lb.",1.994
2016-10-01T00:00:00Z,"Chicken, fresh, whole, per lb.",1.502
2016-10-01T00:00:00Z,Electricity per KWH,0.134
2016-10-01T00:00:00Z,"Eggs, grade A, large, per doz.",1.39
2016-10-01T00:00:00Z,"Gasoline, unleaded regular, per gallon",2.243
2016-10-01T00:00:00Z,"Ground chuck, 100% beef, per lb.",3.742
2016-10-01T00:00:00Z,Utility (piped) gas per therm,0.961
2016-10-01T00:00:00Z,"Milk, fresh, whole, fortified, per gal.",3.292
2016-11-01T00:00:00Z,"Bananas, per lb.",0.573
2016-11-01T00:00:00Z,"Oranges, Navel, per lb.",1.239
2016-11-01T00:00:00Z,"Bread, white, pan, per lb.",1.362
2016-11-01T00:00:00Z,"Tomatoes, field grown, per lb.",1.984
2016-11-01T00:00:00Z,"Chicken, fresh, whole, per lb.",1.478
2016-11-01T00:00:00Z,Electricity per KWH,0.131
2016-11-01T00:00:00Z,"Eggs, grade A, large, per doz.",1.321
2016-11-01T00:00:00Z,"Gasoline, unleaded regular, per gallon",2.187
2016-11-01T00:00:00Z,"Ground chuck, 100% beef, per lb.",3.703
2016-11-01T00:00:00Z,Utility (piped) gas per therm,0.97
2016-11-01T00:00:00Z,"Milk, fresh, whole, fortified, per gal.",3.28
